scientificname
?Agastoschizomus n.sp.
Pycnanthemum verticillatum var. pilosum
Pycnocraspedum armatum
Pycnogonum cessaci
Pycnopsyche rossi
Pycnothelia papillaria
Pyganodon cataracta
Pyganodon grandis
Pyganodon subgibbosa
Pygarctia abdominalis
Pygarctia spraguei
Pyla arenaeola
Pylaisia intricata
Pylaisiadelpha tenuirostris
Pylaisiella polyantha
Pylodictis olivaris
Pyramidula tetragona
Pyrausta laticlavia
Pyrausta orphisalis
Pyreferra ceromatica
Pyrgocythara plicosa
Pyrgulopsis aardahli
Pyrgulopsis aloba
Pyrgulopsis anatina
Pyrgulopsis anguina
Pyrgulopsis archimedis
Pyrgulopsis arizonae
Pyrgulopsis augustae
Pyrgulopsis aurata
Pyrgulopsis avernalis
Pyrgulopsis bacchus
Pyrgulopsis basiglans
Pyrgulopsis bedfordensis
Pyrgulopsis bernardina
Pyrgulopsis bifurcata
Pyrgulopsis breviloba
Pyrgulopsis bruesi
Pyrgulopsis bruneauensis
Pyrgulopsis bryantwalkeri
Pyrgulopsis carinata
Pyrgulopsis carinifera
Pyrgulopsis chamberlini
Pyrgulopsis chupaderae
Pyrgulopsis cinerana
Pyrgulopsis conica
Pyrgulopsis cruciglans
Pyrgulopsis crystalis
Pyrgulopsis davisi
Pyrgulopsis deaconi
Pyrgulopsis deserta
Pyrgulopsis diablensis
Pyrgulopsis dixensis
Pyrgulopsis eremica
Pyrgulopsis erythropoma
Pyrgulopsis fairbanksensis
Pyrgulopsis falciglans
Pyrgulopsis fausta
Pyrgulopsis fusca
Pyrgulopsis gibba
Pyrgulopsis gilae
Pyrgulopsis glandulosa
Pyrgulopsis gracilis
Pyrgulopsis greggi
Pyrgulopsis hamlinensis
Pyrgulopsis hendersoni
Pyrgulopsis hovinghi
Pyrgulopsis hubbsi
Pyrgulopsis humboldtensis
Pyrgulopsis imperialis
Pyrgulopsis inopinata
Pyrgulopsis intermedia
Pyrgulopsis isolata
Pyrgulopsis landeyi
Pyrgulopsis lasseni
Pyrgulopsis lata
Pyrgulopsis lentiglans
Pyrgulopsis leporina
Pyrgulopsis letsoni
Pyrgulopsis limaria
Pyrgulopsis lockensis
Pyrgulopsis longae
Pyrgulopsis lustrica
Pyrgulopsis marcida
Pyrgulopsis merriami
Pyrgulopsis metcalfi
Pyrgulopsis micrococcus
Pyrgulopsis militaris
Pyrgulopsis millenaria
Pyrgulopsis montana
Pyrgulopsis montezumensis
Pyrgulopsis morrisoni
Pyrgulopsis nanus
Pyrgulopsis neomexicana
Pyrgulopsis neritella
Pyrgulopsis nonaria
Pyrgulopsis notidicola
Pyrgulopsis orbiculata
Pyrgulopsis owensensis
Pyrgulopsis ozarkensis
Pyrgulopsis papillata
Pyrgulopsis pecosensis
Pyrgulopsis peculiaris
Pyrgulopsis pellita
Pyrgulopsis perturbata
Pyrgulopsis pictilis
Pyrgulopsis pilsbryana
Pyrgulopsis pisteri
Pyrgulopsis planulata
Pyrgulopsis plicata
Pyrgulopsis robusta
Pyrgulopsis roswellensis
Pyrgulopsis ruinosa
Pyrgulopsis rupinicola
Pyrgulopsis sadai
Pyrgulopsis sathos
Pyrgulopsis saxatilis
Pyrgulopsis scalariformis
Pyrgulopsis serrata
Pyrgulopsis simplex
Pyrgulopsis sola
Pyrgulopsis sterilis
Pyrgulopsis sublata
Pyrgulopsis sulcata
Pyrgulopsis taylori
Pyrgulopsis thermalis
Pyrgulopsis thompsoni
Pyrgulopsis transversa
Pyrgulopsis trivialis
Pyrgulopsis turbatrix
Pyrgulopsis umbilicata
Pyrgulopsis variegata
Pyrgulopsis ventricosa
Pyrgulopsis villacampae
Pyrgulopsis vinyardi
Pyrgulopsis wongi
Pyrgus centaureae freija
Pyrgus centaureae wyandot
Pyrgus ruralis lagunae
Pyrgus wyandot
Pyrgus xanthus
Pyrocephalus rubinus
Pyrola asarifolia
Pyrola minor
Pyrrhopappus carolinianus
Pyrrocoma radiata
Pyschotria hawaiiensis
Quadrula apiculata
Quadrula aurea
Quadrula couchiana
Quadrula cylindrica
Quadrula cylindrica cylindrica
Quadrula cylindrica strigillata
Quadrula fragosa
Quadrula houstonensis
Quadrula infucata
Quadrula intermedia
Quadrula kleiniana
Quadrula metanevra
Quadrula nobilis
Quadrula nodulata
Quadrula petrina
Quadrula pustulosa
Quadrula pustulosa pustulosa
Quadrula quadrula
Quadrula rumphiana
Quadrula sparsa
Quadrula stapes
Quercus alba
Quercus coccinea
Quercus ellipsoidalis
Quercus ilicifolia
Quercus marilandica
Quercus nigra
Quercus oglethorpensis
Quercus prinoides
Quercus stellata var. margaretta
Quercus texana
Quincuncina burkei
Quincuncina kleiniana
Quincuncina mitchelli
Quiscalus major
Quiscalus quiscula
Rachycentron canadum
Racomitrium canescens
Racomitrium fasciculare
Racomitrium lanuginosum
Radbotus dealbatus neomexicanus
Radiocentrum avalonense
Radiocentrum ferrissi
Radiocentrum hachetanum
Radiodiscus abietum
Radotanypus florens
Radula obconica
Raja binoculata
Raja eglanteria
Raja spp.
Rallus elegans
Rallus elegans elegans
Rallus limicola
Rallus longirostris
Rallus longirostris insularum
Rallus longirostris levipes
Rallus longirostris obsoletus
Rallus longirostris scottii
Rallus longirostris yumanensis
Ramalina intermedia
Ramphocorixa acuminata
Rana areolata
Rana areolata areolata
Rana areolata circulosa
Rana aurora aurora
Rana aurora draytonii
Rana berlandieri
Rana blairi
Rana boylii
Rana capito
Rana capito capito
Rana cascadae
Rana catesbeiana
Rana catesbieana
Rana chiricahuensis
Rana clamitans
Rana clamitans melanota
Rana grylio
Rana heckscheri
Rana luteiventris
Rana luteiventris pop. 3
Rana muscosa
Rana okaloosae
Rana onca
Rana palustris
Rana pipiens
Rana pipiens (Intermountain valleys)
Rana pretiosa
Rana septentrionalis
Rana sevosa
Rana sphenocephala
Rana subaquavocalis
Rana sylvatica
Rana tarahumarae
Rana virgatipes
Rana yavapaiensis
Ranatra drakei
Ranatra kirkaldyi
Ranatra nigra
Rangia cuneata
Rangifer tarandus
Rangifer tarandus caribou
Ranunculus allegheniensis
Ranunculus cymbalaria
Ranunculus fascicularis
Ranunculus glaberrimus var. ellipticus
Ranunculus hispidus var. caricetorum
Ranunculus hispidus var. hispidus
Ranunculus longirostris
Ranunculus mauiensis
Ranunculus pensylvanicus
Ranunculus reconditus
Ranunculus recurvatus
Ranunculus rhomboideus
Ranunculus sceleratus
Ranunculus subrigidus
Raowolfia sandwicensis
Raptoheptagenia cruentata
Ratibida tagetes
Rattus rattus
Rectolejeunea maxonii
Recurvirostra americana
Regina grahamii
Regina rigida
Regina rigida deltae
Regina rigida rigida
Regina rigida sinicola
Regina septemvittata
Regulus calendula
Regulus satrapa
Reithrodontomys fulvescens
Reithrodontomys humulis
Reithrodontomys megalotis
Reithrodontomys megalotis distichlis
Reithrodontomys megalotis santacruzae
Reithrodontomys montanus
Reithrodontomys montanus griseus
Reithrodontomys raviventris
Remasellus parvus
Remenus duffieldi
Remenus kirchneri
Remya kauaiensis
Remya mauiensis
Remya montgomeryi
Renia sp. 1 nr. Discoloralis
Renilla reniformis
Reticulocaulis mucosissimus
Reynoldsia sandwicensis
Rhabdoweisia crispata
Rhadinaea flavilata
Rhadine caudata
Rhadine exilis
Rhadine infernalis
Rhadine ozarkensis
Rhadine persephone
Rhadine reyesi
Rhadinea flavilata
Rhadinoceraea zigadenusae
Rhagidia varia
Rhamphocottidae
Rhantus gutticollis
Rhantus sinuatus
Rhaphiomidas painteri
Rhaphiomidas terminatus abdominalis
Rheopelopia acra
Rhepoxynius epistomus
Rhepoxynius hudsoni
Rhexia aristosa
Rhexia parviflora
Rhexia virginica
Rhincodon typus
Rhineura floridana
Rhinichthys atratulus
Rhinichthys cataractae
Rhinichthys cataractae ssp.
Rhinichthys cobitis
Rhinichthys falcatus
Rhinichthys obtusus
Rhinichthys osculus
Rhinichthys osculus lariversi
Rhinichthys osculus lethoporus
Rhinichthys osculus moapae
Rhinichthys osculus nevadensis
Rhinichthys osculus oligoporus
Rhinichthys osculus ssp.
Rhinichthys osculus ssp. (unnamed)
Rhinichthys osculus ssp. 1
Rhinichthys osculus ssp. 2
Rhinichthys osculus ssp. 3
Rhinichthys osculus ssp. 5
Rhinichthys osculus thermalis
Rhinichthys osculus velifer
Rhinichthys umatilla
Rhinobatos lentiginosus
Rhinocheilus lecontei
Rhinocheilus lecontei tessellatus
Rhinoptera bonasus
Rhionaeschna dugesi
Rhionaeschna mutata
Rhipidura rufifrons
Rhithrogena anomala
Rhithrogena impersonata
Rhithrogena jejuna
Rhithrogena pellucida
Rhithrogena uhari
Rhithrogena undulata
Rhithropanopeus harrisii
Rhizomnium pseudopunctatum
Rhizoprionodon porosus
Rhizoprionodon terraenovae
Rhizopsammia verrilli
Rhodactis spp.
Rhododendron eastmanii
Rhododendron maximum
Rhododendron prunifolium
Rhodoecia aurantiago
Rhodostethia rosea
Rhomboplites aurorubens
Rhopalolemma robertsi
Rhopilema verrilli
Rhus copallina var. latifolia
Rhus michauxii
Rhyacophila alexanderi
Rhyacophila appalachia
Rhyacophila brunnea
Rhyacophila ebria
Rhyacophila gemona
Rhyacophila glaciera
Rhyacophila haddocki
Rhyacophila lineata
Rhyacophila lobifera
Rhyacophila mosana
Rhyacophila newelli
Rhyacophila otica
Rhyacophila potteri
Rhyacophila rickeri
Rhyacophila shenandoahensis
Rhyacophila sp.
Rhyacophila spinata
Rhyacophila tricornuta
Rhyacophila vibox
Rhyacotriton cascadae
Rhyacotriton kezeri
Rhyacotriton variegatus
Rhynchocinetes rathbunae
Rhynchopsitta pachyrhyncha
Rhynchosia difformis
Rhynchospora breviseta
Rhynchospora capillacea
Rhynchospora chinensis subsp. spiciformis
Rhynchospora crinipes
Rhynchospora decurrens
Rhynchospora fernaldii
Rhynchospora harveyi
Rhynchospora harveyi var. culixa
Rhynchospora macra
Rhynchospora macrostachya var. macrostachya
Rhynchospora pleiantha
Rhynchospora punctata
Rhynchospora solitaria
Rhynchospora thornei
Rhypasma sp. EGR 1
Rhytidium rugosum
Ribes americanum
Ribes hirtellum
Riccardia multifida
Riccardia palmata
Riccia huebeneriana ssp. sullivantii
Riccia ozarkiana
Riccia sullivantii
Richardsonius balteatus
Richia acclivis
Richia grotei
Richia n. sp.
Richia sp 2
Richia sp. 1
Ricordea florida
Rimapenaeus constrictus
Rimelia subisidiosa
Rimulincola divalis
Riparia riparia
Rissa brevirostris
Rissa tridactyla
Rissa tridactyla pollicaris
Rivulus marmoratus
Romulus globosus
Rorippa aquatica
Rosa acicularis
Rosa blanda
Rosa nitida
Rosa setigera var. tomentosa
Rosa virginiana
Rosenus cruciatus
Rossiana montana
Rostrhamus sociabilis plumbeus
Rotala ramosior
Rothelix warnerfontis
Rotomelita ana
Rotomelita lokoa
Roystonea borinquena
Rubus enslenii
Rubus hawaiensis
Rubus missouricus
Rudbeckia amplexicaulis
Rudbeckia auriculata
Rudbeckia fulgida var. umbrosa
Rudbeckia grandiflora var. grandiflora
Rudbeckia heliopsidis
Rudiloria kleinpeteri
Rudiloria trimaculata tortua
Ruellia noctiflora
Ruellia strepens
Rumex verticillatus
Rupellaria typica
Ruppia maritima
Rynchops niger
Rypticus bistrispinus
Rypticus saponaceus
Rypticus subbifrenatus
Sabal casuarium
Sabatia brachiata
Sabatia capitata
Sabellaria floridensis
Sabellaria vulgaris vulgaris
Sabellastarte magnifica
Sacciolepis striata
Saccogaster hawaii
Saccoglossus kowalevskii
Sadleria cyatheoides
Saelania glaucescens
Sagenosoma elsa
Sageretia minutiflora
Sagittaria ambigua
Sagittaria graminea
Sagittaria graminea var. chapmanii
Sagittaria longiloba
Sagittaria platyphylla
Sagittaria rigida
Sagittaria secundifolia
Saldula usingeri
Salix discolor
Salix eriocephala var. famelica
Salix floridana
Salix pedicellaris
Salix pellita
Salix petiolaris
Salix planifolia
Salix serissima
Salix uva-ursi
Salmasellus steganothrix
Salmo salar
Salmo trutta
Salvadora grahamiae
Salvadora hexalepis
Salvadora hexalepis virgultea
Salvelinus alpinus oquassa
Salvelinus aureolus
Salvelinus confluentus
Salvelinus fontinalis
Salvelinus namaycush
Samariscus corallinus
Sambucus pubens
Samoana abbreviata
Samoana conica
Samoana fragilis
Samoana thurstoni
Samolus parviflorus
Sander canadensis
Sanfilippodytes pseudovilis
Sanguisorba canadensis
Sanicula canadensis
Sanicula mariversa
Sanicula purpurea
Sanicula smallii
Santalum ellipticum
Santalum freycinetianum
Santalum freycinetianum var. lanaiense
Sapindus drummondii
Sapindus oahuensis
Sapindus saponaria
Sardinella aurita
Sargassum echinocarpum
Sargassum obtusifolium
Sargassum polyphyllum
Sargus fasciatus
Sarracenia flava
Sarracenia leucophylla
Sarracenia minor var. minor
Sarracenia minor var. okefenokeense
Sarracenia oreophila
Sarracenia psittacina
Sarracenia purpurea ssp. venosa var. montana
Sarracenia purpurea ssp. venosa var. venosa
Sarracenia rubra
Sassacus papenhoei
Satan eurystomus
Satyrium acadica
Satyrium caryaevorum
Satyrium edwardsii
Satyrium favonius
Satyrium favonius ontario
Satyrium ilavia
Satyrium kingi
Satyrium liparops
Satyrium liparops strigosum
Satyrium polingi
Satyrium polingi organensis
Satyrium titus
Satyrodes appalachia
Satyrodes appalachia leeuwi
Satyrodes eurydice
Satyrodes eurydice eurydice
Satyrodes eurydice fumosa
Sauromalus ater
Saurothera vieilloti
Saxifraga aizoides
Saxifraga oppositifolia
Saxifraga paniculata
Saxinis omogera
Sayornis nigricans
Sayornis phoebe
Scaevola coriacea
Scaevola glabra
Scaevola procera
Scaevola sericea
Scaevola sp.
Scalopus aquaticus
Scalopus aquaticus texanus
Scapania cuspiduligera
Scapania gymnostomophila
Scapania irrigua
Scapania lingulata var. lingulata
Scapania mucronata
Scapania umbrosa
Scapanus latimanus
Scapanus latimanus insularis
Scapanus latimanus parvus
Scapanus orarius
Scaphinotus behrensi
Scaphinotus bilobus
Scaphinotus elevatus
Scaphinotus inflectus
Scaphinotus mannii
Scaphinotus parisiana
Scaphinotus viduus
Scaphiopus couchii
Scaphiopus holbrookii
Scaphiopus hurterii
Scaphirhynchus albus
Scaphirhynchus platorynchus
Scaphirhynchus suttkusi
Scaphytopius abbreviatus
Scaphytopius cinereus
Scaphytopius dorsalis
Scaphytopius rubellus
Scaphytopius vaccinium
Scaridae
Scartomyzon sp. 1
Scarus coelestinus
Scarus coeruleus
Scarus guacamaia
Scarus iseri
Scarus taeniopterus
Scarus vetula
Sceloporus arenicolus
Sceloporus graciosus
Sceloporus graciosus graciosus
Sceloporus slevini
Sceloporus undulatus
Sceloporus undulatus elongatus
Sceloporus undulatus erythrocheilus
Sceloporus undulatus garmani
Sceloporus undulatus hyacinthinus
Sceloporus virgatus
Sceloporus woodi
Schaefferia hubbardi
Scheuchzeria palustris ssp. americana
Schiedea adamantis
Schiedea apokremnos
Schiedea attenuata
Schiedea haleakalensis
Schiedea hawaiiensis
Schiedea helleri
Schiedea hookeri
Schiedea jacobii
Schiedea kaalae
Schiedea kauaiensis
Schiedea kealiae
Schiedea lauii
Schiedea lychnoides
Schiedea lydgatei
Schiedea membranacea
Schiedea nuttallii
Schiedea obovata
Schiedea perlmanii
Schiedea pubescens
Schiedea salicaria
Schiedea sarmentosa
Schiedea spergulina
Schiedea spergulina var. leiopoda
Schiedea stellarioides
Schiedea trinervis
Schiedea verticillata
Schiedea viscosa
Schinia bifascia
Schinia bina
Schinia gloriosa
Schinia gracilenta (bifascia)
Schinia guarae
Schinia indiana
Schinia jaguarina
Schinia lucens
Schinia nundina
Schinia oleagina
Schinia saturata
Schinia septentrionalis
Schinia spinosae
Schinia trifascia
Schinia tuberculum
Schinia zuni
Schisandra glabra
Schistidium liliputanum
Schistocerca damnifica
Schistomeringos rudolphi
Schistostega pennata
Schizachne purpurascens
Schizachyrium stoloniferum var. stoloniferum
Schizocardium brasiliense
Schizocosa retrorsa
Schizogenius ferrugineus
Schizopathes conferta
Schizoporella errata
Schizoporella unicornis
Schizotricha tenella
Schizura apicalis
Schoenolirion elliottii
Schoenoplectus americanus
Schoenoplectus californicus
Schoenoplectus deltarum
Schoenoplectus erectus ssp. raynalii
Schoenoplectus etuberculatus
Schoenoplectus hallii
Schoenoplectus lacustris subsp. validus
Schoenoplectus purshianus
Schoenoplectus saximontanus
Schoenoplectus subterminalis
Schoenoplectus torreyi
Schoepfia obovata
Schultzea beta
Schwalbea americana
Schwetschkeopsis fabronia
Sciaenops ocellatus
Scinaia furcata
Scinaia hormoides
Scincella lateralis
Scirpus ancistrochaetus
Scirpus cespitosus
Scirpus cyperinus
Scirpus divaricatus
Scirpus maritimus
Scirpus microcarpus
Scirpus pallidus
Scirpus pedicellatus
Scirpus polyphyllus
Scirpus smithii
Scirpus verecundus
Sciurus aberti
Sciurus aberti chuscensis
Sciurus aberti kaibabensis
Sciurus arizonensis
Sciurus arizonensis arizonensis
Sciurus carolinensis
Sciurus griseus
Sciurus nayaritensis chiricahuae
Sciurus niger
Sciurus niger avicennia
Sciurus niger cinereus
Sciurus niger niger
Sciurus niger shermani
Sciurus niger vulpinus
Scleractinia
Scleria reticularis var. pubescens
Scleria triglomerata
Sclerodactyla briareus
Sclerodoris paliensis
Scolecenchelys puhioilo
Scolecolepides viridis
Scolelepis squamata
Scolelepis texana
Scoletoma impatiens
Scoletoma tenuis
Scolochloa festucacea
Scolopax minor
Scoloplos rubra
Scolymia cubensis
Scolymia lacera
Scomber scombrus
Scomberomorus cavalla
Scomberomorus maculatus
Scomberomorus regalis
Scophthalmus aquosus
Scopula purata
Scorpaena pele
Scorpaenopsis altirostris
Scorpaenopsis brevifrons
Scorpaenopsis cacopsis
Scorpaenopsis pluralis
Scorpidium scorpioides
Scoterpes copei
Scoterpes ventus
Scrophularia lanceolata
Scudderia fasciata
Scudderia pistillata
Scudderia septentrionalis
Scutellaria altamaha
Scutellaria arenicola
Scutellaria brittonii
Scutellaria elliptica var. hirsuta
Scutellaria galericulata
Scutellaria mellichampii
Scutellaria montana
Scutellaria ocmulgee
Scutellaria parvula
Scutellaria serrata
Scutigerella linsleyi (Michelbacher)
Scutigerella palmonii (Michelbacher)
Scutigerella silvestrii (Michelbacher)
Scyllaea pelagica
Scypha barbadensis
Scytonema javanicum var. hawaiiense
Scytonema pulvinatum
Scytonotus virginicus
Sebastes caurinus
Sebastes elongatus
Sebastes maliger
Sebastes melanops
Sebastes nebulosus
Sebastes nigrocinctus
Sebastes paucispinis
Sebastes pinniger
Sebastes proriger
Sebastes ruberrimus
Sedum lanceolatum
Sedum nevii
Sedum pusillum
Sedum rosea
Seila adamsi
Seiurus aurocapilla
Seiurus aurocapillus
Seiurus motacilla
Seiurus noveboracensis
Selar crumenophthalmus
Selasphorus platycercus
Selasphorus rufus
Selasphorus sasin
Selene setapinnis
Selene vomer
Seligeria calcarea
Seligeria donniana
Seligeria pusilla
Sematophyllum adnatum
Sematophyllum demissum
Sematophyllum marylandicum
Semelina nuculoides
Seminatrix pygaea
Seminatrix pygaea pygaea
Semionellus placidus
Semiothisa banksianae
Semiothisa denticulata
Semiothisa eremiata
Semiothisa fraserata
Semotilus atromaculatus
Semotilus corporalis
Semotilus lumbee
Senecio glabellus
Senecio millefolium
Senecio pseudaureus var. semicordatus
Senna marilandica
Senticolis triaspis intermedia
Sepedophilus campbelli
Serianthes nelsonii
Sericaglaea signata
Sericoda obsoleta
Sericoda quadripunctata
Seriola dumerili
Seriola rivoliana
Seriola zonata
Serranidae
Serranus annularis
Serranus baldwini
Serranus subligarius
Serranus tabacarius
Serranus tigrinus
Serratella frisoni
Serratella sordida
Sesarma benedicti
Sesarma reticulatum
Sesbania tomentosa
Sesuvium portulacastrum
Setodes guttatus
Setodes oligius
Setophaga ruticilla
Sextonia sp. A
Shipsa rotunda
Shortia galacifolia
Shotwellia isleta
Sialia currucoides
Sialia mexicana
Sialia sialis fulva
Sialisa sialis
Sibbaldiopsis tridentata
Sicydium plumieri
Sicydium punctatum
Sicyonia laevigata
Sicyopterus stimpsoni
Sicyopus sp.
Sicyos alba
Sicyos lanceoloidea
Sida elliottii
Sida fallax
Sidalcea nelsoniana
Siderastrea radians
Siderastrea siderea
Sideridis maryx
Sideroxylon sandwicense
Sideroxylon sp. 1
Sideroxylon thornei
Siganidae
Sigara depressa
Sigara dolabra
Sigara macropala
Sigara transfigurata
Sigara variabilis
Sigmodon arizonae jacksoni
Sigmodon arizonae plenus
Sigmodon fulviventer dalquesti
Sigmodon hispidus
Sigmodon hispidus eremicus
Sigmodon hispidus exsputus
Sigmodon hispidus insulicola
Sigmodon ochrognathus
Sigmoria whiteheadi
Silene alexandri
Silene douglasii var. oraria
Silene hawaiiensis
Silene lanceolata
Silene ovata
Silene perlmanii
Silene polypetala
Silene regia
Silene spaldingii
Silphium mohrii
Simnialena uniplicata
Simpsonaias ambigua
Simyra sp 1
Sinella agna
Sinella alata
Sinella avita
Sinella barri
Sinella basidens
Sinularia molokaiensis
Siphateles sp. (cf. S.obesus)
Siphlonisca aerodromia
Siphlonurus barbaroides
Siphlonurus barbarus
Siphlonurus demaryi
Siphlonurus marshalli
Siphlonurus minnoi
Siphlonurus securifer
Siphloplecton basale
Siphloplecton brunneum
Siphloplecton costalense
Siphloplecton fuscum
Siphloplecton simile
Siphonaptera
Siren intermedia
Siren intermedia intermedia
Siren intermedia nettingi
Siren lacertina
Siren sp.
Sistrurus catenatus
Sistrurus catenatus catenatus
Sistrurus catenatus edwardsii
Sistrurus catenatus tergeminus
Sistrurus miliarius
Sistrurus miliarius streckeri
Sisyra fuscata
Sisyra sp. 1
Sisyrinchium angustifolium
Sisyrinchium atlanticum
Sitochroa dasconalis
Sitta canadensis
Sitta carolinensis
Sitta carolinensis aculeata
Sitta pusilla
Sitta pygmaea
Sium floridanum
Smaragdia bryannae
Smilax illinoensis
Smilax melastomifolia
Socalchemmis gertschi
Socalchemmis icenoglei
Socalchemmis monterey
Solanum americanum
Solanum conocarpum
Solanum incompletum
Solanum mucronatum
Solanum nelsonii
Solanum pumilum
Solanum sandwicense
Solemya velum
Solen viridis
Solenastrea bournoni
Solenastrea hyades
Solidago cutleri
Solidago flexicaulis
Solidago odora
Solidago porteri
Solidago riddellii
Solidago simulans
Solidago ulmifolia
Soliperla salish
Solocisquama erythrina
Somateria fischeri
Somateria mollissima
Somateria mollissima v-nigrum
Somateria spectabilis
Somatochlora albicincta
Somatochlora brevicincta
Somatochlora calverti
Somatochlora cingulata
Somatochlora elongata
Somatochlora ensigera
Somatochlora filosa
Somatochlora forcipata
Somatochlora franklini
Somatochlora georgiana
Somatochlora hineana
Somatochlora incurvata
Somatochlora kennedyi
Somatochlora linearis
Somatochlora margarita
Somatochlora minor
Somatochlora ozarkensis
Somatochlora provocans
Somatochlora tenebrosa
Somatochlora walshii
Somatochlora williamsoni
Somatogyrus alcoviensis
Somatogyrus amnicoloides
Somatogyrus aureus
Somatogyrus crassilabris
Somatogyrus depressus
Somatogyrus parvulus
Somatogyrus pennsylvanicus
Somatogyrus rosewateri
Somatogyrus sp. 2
Somatogyrus spp.
Somatogyrus tenax
Somatogyrus tennesseensis
Somatogyrus virginicus
Somatogyrus wheeleri
Sonora semiannulata
Sonorella allynsmithi
Sonorella animasensis
Sonorella christenseni
Sonorella eremita
Sonorella grahamensis
Sonorella hachitana flora
Sonorella hachitana hachitana
Sonorella hachitana peloncillensis
Sonorella imitator
Sonorella macrophallus
Sonorella metcalfi
Sonorella milleri
Sonorella n. sp.
Sonorella orientis
Sonorella papagorum
Sonorella todseni
Sophora chrysophylla
Sorbus americana
Sorex alaskanus
Sorex arcticus
Sorex arizonae
Sorex cinereus
Sorex dispar
Sorex dispar blitchi
Sorex fontinalis
Sorex fumeus
Sorex haydeni
Sorex hoyi
Sorex hoyi winnemana
Sorex jacksoni
Sorex longirostris
Sorex longirostris fisheri
Sorex lyelli
Sorex merriami
Sorex merriami leucogenys
Sorex monticolus
Sorex monticolus alascensis
Sorex monticolus ellassodon
Sorex monticolus malitiosus
Sorex nanus
Sorex neomexicanus
Sorex ornatus relictus
Sorex ornatus salarius
Sorex ornatus salicornicus
Sorex ornatus sinuosus
Sorex ornatus willetti
Sorex palustris
Sorex palustris punctulatus
Sorex preblei
Sorex pribilofensis
Sorex tenellus
Sorex trowbridgii
Sorex tundrensis
Sorex vagrans
Sorex vagrans halicoetes
Sorex vagrans paludivagus
Sorex yukonicus
Sosippus placidus
Soyedina merritti
Soyedina potteri
Soyedina vallicularia
Sparganium androcladum
Sparganium emersum
Sparganium fluctuans
Sparganium natans
Sparisoma atomarium
Sparisoma aurofrenatum
Sparisoma chrysopterum
Sparisoma radians
Sparisoma rubripinne
Sparisoma spp
Sparisoma viride
Spartiniphaga carterae
Spartiniphaga includens
Spartiniphaga inops
Spartiniphaga panatela
Spea bombifrons
Spea hammondii
Spea intermontana
Spea multiplicata
Spectralia prosternalis (Schaeffer)
Spelaedrilus multiporus
Spelaeorchestia koloana
Speleomaster lexi
Speleomaster pecki
Speocarcinus carolinensis
Speodesmus castellanus
Speodesmus echinourus
Speodesmus falcatus
Speodesmus ivyi
Speodesmus reddelli
Speodesmus tuganbius
Speoplatyrhinus poulsoni
Sperchopsis tessellata
Sperchopsis tessellatus
Spermolepis divaricata
Spermolepis hawaiiensis
Spermophilus armatus
Spermophilus brunneus brunneus
Spermophilus brunneus endemicus
Spermophilus canus
Spermophilus elegans
Spermophilus elegans nevadensis
Spermophilus franklinii
Spermophilus laterlis bernardinus
Spermophilus mohavensis
Spermophilus mollis
Spermophilus parryii
Spermophilus parryii ablusus
Spermophilus parryii kennicottii
Spermophilus parryii kodiacensis
Spermophilus parryii lyratus
Spermophilus parryii nebulicola
Spermophilus parryii osgoodi
Spermophilus richardsonii
Spermophilus spilosoma
Spermophilus tereticaudus chlorus
Spermophilus townsendii nancyae
Spermophilus townsendii townsendii
Spermophilus tridecemlineatus
Spermophilus variegatus
Spermophilus washingtoni
Speyeria adiaste adiaste
Speyeria aphrodite
Speyeria atlantis
Speyeria atlantis pahasapa
Speyeria callippe callippe
Speyeria cybele
Speyeria cybele pugetensis
Speyeria diana
Speyeria egleis tehachapina
Speyeria hesperis capitanensis
Speyeria hesperis ratonensis
Speyeria idalia
Speyeria mormonia
Speyeria nokomis carsonensis
Speyeria nokomis nitocris
Speyeria nokomis nokomis
Speyeria zerene behrensii
Speyeria zerene bremnerii
Speyeria zerene hippolyta
Speyeria zerene myrtleae
Sphaenothecus trilineatus (Dupont)
Sphaerodactylus beattyi
Sphaerodactylus gaigae
Sphaerodactylus levinsi
Sphaerodactylus macrolepis
Sphaerodactylus micropithecus
Sphaeroderus nitidicollis brevoorti
Sphaeroderus schaumi
Sphaeroma quadridentatum
Sphaerosyllis longicauda
Sphagemacrurus gibber
Sphagnum affine
Sphagnum andersonianum
Sphagnum angustifolium
Sphagnum atlanticum
Sphagnum austinii
Sphagnum bartlettianum
Sphagnum brevifolium
Sphagnum capillifolium
Sphagnum compactum
Sphagnum contortum
Sphagnum cuspidatum
Sphagnum cyclophyllum
Sphagnum fallax
Sphagnum fimbriatum var. fimbriatum
Sphagnum henryense
Sphagnum inundatum
Sphagnum isoviitae
Sphagnum magellanicum
Sphagnum majus
Sphagnum mcqueenii
Sphagnum nitidum
Sphagnum platyphyllum
Sphagnum quinquefarium
Sphagnum recurvum
Sphagnum riparium
Sphagnum russowii
Sphagnum subtile
Sphagnum torreyanum
Sphagnum trinitense
Sphagnum viridum
Sphalloplana buchanani
Sphalloplana chandleri
Sphalloplana consimilis
Sphalloplana culveri
Sphalloplana evaginata
Sphalloplana hoffmasteri
Sphalloplana holsingeri
Sphalloplana hubrichti
Sphalloplana hypogea
Sphalloplana kansensis
Sphalloplana pricei
Sphalloplana sp 1
Sphalloplana sp.
